"","20210112_30102534301221-01_P0091-3 D0 media_06.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-2_12.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-1_06.RCC","20201202_30102534611221-01_P0092 D3 IFNy(100ng-mL)-3_06.RCC","20201201_30102534601221-01_P0092 D3 IgG1(250ug-mL)-1_04.RCC","20201201_30102534601221-01_P0092 D3 NMC1(30ug-mL)-1_07.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-2_11.RCC","20201201_30102534601221-01_P0092 D3 NMC2(100ug-mL)-1_09.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-3_09.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-1_05.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-2_01.RCC","20201202_30102534611221-01_P0092 D3 IgG1(250ug-mL)-3_04.RCC","20201202_30102534611221-01_P0092 D3 Control-2_11.RCC","20201202_30102534611221-01_P0092 D3 Control-1_10.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-3_07.RCC","20201202_30102534611221-01_P0092 D3 aPD1(250ug-mL)-3_05.RCC","20201202_30102534611221-01_P0092 D3 Control-3_12.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-3_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-2_03.RCC","20201201_30102534601221-01_P0092 D3 NMC2(30ug-mL)-1_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-2_02.RCC","20210113_30102534541221-01_P0091-7 LUNG D3 NMC2 100ug.ml_07.RCC","20210113_30102534541221-01_P0091-8 LUNG D3 IFNy 100ng.ml_08.RCC","20210113_30102534541221-01_P0091-9 LUNG D3 IgG1 100ug.ml_09.RCC","20210113_30102534541221-01_P0091-10 LUNG D3 NMC2 30ug.ml_10.RCC","20201209_30102534211221-01_P0094 D3 19 IgG 250_04.RCC","20201208_30102534591221-01_P0094 D3 14 PD1 250_11.RCC","20201209_30102534211221-01_P0094 D3 25 IFN_10.RCC","20201208_30102534591221-01_P0094 D3 10 IgG 250_07.RCC","20201204_30102534581221-01_P0094 IgG 250 D3 1_10.RCC","20201208_30102534591221-01_P0094 D3 7 IFN_04.RCC","20201209_30102534211221-01_P0094 D3 27 nmc2 30_12.RCC","20201209_30102534211221-01_P0094 D3 18 nmc2 30_03.RCC","20201209_30102534211221-01_P0094 D3 23 PD1 250_08.RCC","20201208_30102534591221-01_P0094 D3 8 nmc2 100_05.RCC","20201208_30102534591221-01_P0094 D3 9 nmc2 30_06.RCC","20201209_30102534211221-01_P0094 D3 17 nmc2 100_02.RCC","20201209_30102534211221-01_P0094 D3 16 IFN_01.RCC","20201209_30102534211221-01_P0094 D3 26 nmc2 100_11.RCC","20210112_30102534301221-01_P0091-2 D0 media_05.RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0091-1 D3 IgG1 100ug]mL_07.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0091-1 D0 media_04.RCC","20210112_30102534301221-01_P0091-3 D3 NMC2 100ug]mL_09.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210112_30102534301221-01_P0091-5 D3 IgG1 100ug]mL_11.RCC","20210112_30102534301221-01_P0091-6 D3 NMC2 30ug]mL_12.RCC","20210112_30102534301221-01_P0091-4 D3 IFNy 100ng]mL_10.RCC","20210113_30102534541221-01_P0091-11 LUNG D3 NMC2 100ug.ml_11.RCC","20210112_30102534301221-01_P0091-2 D3 NMC2 30ug]mL_08.RCC","20210113_30102534541221-01_P0091-12 LUNG D3 IFNy 100ng.ml_12.RCC"
"ALDOA - mRNA",8.5814709281911,11.2721774081709,11.1124062572952,11.2955636680427,11.4055876438618,11.3383272592524,11.5139254955669,11.4522319385705,11.384404872585,11.5389089448436,11.6631982385651,11.3277962997493,11.1789311953498,11.352156740791,11.4665260980811,11.3947862250316,11.3206127223513,11.4674039295517,11.4712641492901,11.485773060608,11.4894914096844,7.94808886972482,8.00447475156886,8.11957014779286,7.71062642646526,10.2675303860795,10.4081070910079,10.3946495211673,10.4137536791665,10.1997840561415,10.2512094787408,10.0290918921645,10.0664191947728,9.58505112606149,10.0482393999165,10.0375789578269,10.2926248085026,10.0954475689829,10.0944090833634,9.03167529395129,10.8865305146743,10.6731721066782,10.7830629748123,8.1564928092411,8.56485375727068,9.13153750844699,8.62545758406268,10.1965255872773,10.4097678408374,10.0422456768215,10.1396700027918,9.79920660914483,10.8037055554519,10.3561392093381,10.548796044692,11.4500655633037,10.7255514060808,10.3330193704541,8.97567490872123,9.28289201735332,9.2990777463036,8.21000524200663,9.62120051740768,9.73508742308303
"OAZ1 - mRNA",10.2766164362742,10.4535855126012,10.5858678768385,10.6784815093047,10.7721933354266,10.6484567712996,10.7296051856429,10.6872356643579,10.6387756096706,10.7061565105055,10.6530195410852,10.6254593694793,10.4804103245158,10.6263428120495,10.7230459377403,10.9177264421208,10.8010972210675,10.6279861121621,10.4151328605235,10.6443246767043,10.6040243487432,8.14972262396051,8.11694958925612,7.8503834434195,7.92362027971155,10.3010474767729,10.2217362319199,10.3538506911542,10.5738881059682,10.2383837460486,10.284681087653,9.84027245442083,9.98633787847707,9.86059447047933,10.1935228040581,10.1952754753025,10.1530734082253,9.72888551926275,9.91557306783833,9.99268114683443,10.7131248959784,10.7733728607013,10.7088291983622,8.68700750338138,7.79931897890579,9.90914506246011,9.52592195956672,7.99489168233889,9.68305242897681,9.23489065112092,9.0141390064226,8.8522250709722,10.1526538841608,9.60344920528096,9.86569231041077,10.4818111315724,9.87911541589077,9.39236171197795,9.3590035116876,9.87982720372612,9.88404043405765,7.84743514174147,10.0448001494485,9.42563812202093
"TPI1 - mRNA",8.83300973390279,10.5316539296599,10.6764161813421,10.4968458550236,11.0106158593568,10.7102960864819,11.0226856231592,10.798970973894,10.6590479818942,10.8881737505839,10.961813085504,10.4808272957511,10.4195280649401,10.816291902706,10.7178545095217,10.6798218633863,10.7013133374889,10.60209452757,10.5873840465826,10.9710924199327,10.7777225584496,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,9.56875960191455,9.76577837450765,9.46425494599482,9.70610854500016,9.48772842760102,9.55938607746581,9.33266898616611,9.47833736292333,9.44209305842009,9.56361687331226,9.90067576349405,9.47950299949072,9.24633396479426,9.40253134705448,9.03167529395129,10.9225782327821,10.872287761337,10.903416310228,8.86103700649945,8.68684426435096,9.51400715369077,8.57654800915294,9.83139287970137,10.1574942002281,10.0054088487578,9.82149402733596,9.57424022340777,10.570506374217,10.4136247009375,10.316135249763,11.3257627478586,10.6899762242871,10.5021964050709,9.5950708851759,9.60482002793691,9.66164796615383,8.65479006290419,10.0014726230109,9.55748286720026
"LDHB - mRNA",8.83300973390279,11.1940564510991,10.8664468789169,11.1760057050923,11.6304522232139,11.6415955856564,11.5503780806384,11.5622807438679,11.4733911443908,11.3922457451391,11.4471542487723,11.5578073504498,11.3788215028015,11.1817973949244,11.440604217768,11.6851683993781,11.5534411025679,11.5153572008869,11.4222698713866,11.533086817792,11.5637987390502,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,10.1520533117428,9.76004204252015,10.0745488434549,10.2395096701017,10.1620833333653,10.1987682990729,9.29747956676426,9.26139941626022,9.53390144219229,9.75649636187146,9.65274827335021,9.51501725054319,9.73247871735512,9.57882021218286,8.73359402977088,10.1291421218776,9.75652089683751,9.99805304775912,8.30849582482043,8.06235334911841,9.41164545744719,7.41900668158606,7.67296350120489,8.79361075112827,8.35688123302968,8.64217027072576,8.50023964923526,9.32257886729587,8.72347982405055,8.63280765276814,9.67775759335752,8.99702067975216,8.58930700070302,9.31009392476756,8.98333165888701,8.52147032828113,7.28800779477973,9.11152621205095,8.40477971839479
"CTNNB1 - mRNA",10.0220436654647,10.2961407219333,10.3025778484047,10.208678064559,10.5187984062147,10.561651891882,10.5781067165346,10.64363350343,10.4987047333801,10.4715990634837,10.5621865148883,10.4978355172442,10.3724109009155,10.2678029617063,10.4736277242891,10.5008131956269,10.4189764531592,10.5159736011391,10.524345864461,10.6639412178483,10.5103751999087,7.533051282816,8.25445299678851,8.23740663198403,8.00608239467887,11.1358208963698,11.1489798436994,11.1938838527791,11.3430505422509,11.1655073869746,11.245200588062,10.6300548885207,10.7311871490923,10.6435259452338,11.0774393489825,11.0443187365732,11.1087233644453,10.8545662448953,11.0202838053123,10.002529022888,10.3892353487461,10.1295166579445,10.1795231137333,7.98656772879542,6.47739081601437,9.66403250388271,8.36242317749828,7.67296350120489,8.22042541707332,8.31735285148549,7.87663543914425,7.92473758244759,8.61208557400412,8.23805306104606,8.1929870054553,8.5761595366234,8.7810833125831,7.78570418953391,9.11507795181239,9.83132860534907,9.13557919403034,8.22990473677437,9.2213493373111,8.79509466361685
"HMGA1 - mRNA",7.5110817117769,10.9368620126242,11.0133119379755,11.2418263722861,10.0242156176714,9.98254896651612,10.0945843364012,10.0274941699685,9.90390234300414,10.0900080428585,10.0822872912298,10.2425490350055,10.3321360080676,10.0242812343558,10.1982202029328,10.2937402099734,10.3338817243008,10.2178821354896,9.98416513748109,9.98993745419031,10.0148052587286,3.89990153342207,7.65300236692543,4.99184601639063,7.83615748302565,9.97459453973072,10.3028837556607,9.98387220489049,9.97906822027174,9.80495982116192,10.0846316176068,9.41706108929631,9.6586341501188,9.52519746627491,9.65449672834392,9.80514339746984,9.90126622377525,9.93629538192435,9.72369385386225,7.32641865563289,6.3188458952095,6.30460337936874,6.02077313131313,8.25958624850471,7.06235335451556,8.27837884110017,7.71856705512193,7.95307139586266,7.56331324687139,6.95478275142539,7.80263488419348,7.60986430055748,7.15265388162591,7.75939938124014,7.20720099430284,7.4668608702275,7.19612076266973,7.78570418953391,8.70004045253355,8.89170111491579,9.56497187949497,8.46634498880804,8.77320361048635,9.34033096354058
"CXCL2 - mRNA",10.5814709291326,10.5161346349431,9.75450669563444,9.51017947021078,11.4896847004263,11.0872548282169,11.2851709148042,10.6709498802532,10.8704112865925,10.8479794785809,11.1112348684136,11.2831530852751,11.1237895675917,11.27850645923,10.8716246931912,10.2675025252498,10.7681525156478,10.2322074704707,10.8872844933,10.7673095672205,11.0108413653754,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.41211612355566,6.75812488154643,6.92051514277924,6.30522916236938,6.5444322331717,6.65420377100689,7.44948268451233,7.14228814629624,7.82202693676732,7.22470446700654,7.58039739877953,6.64492654645223,6.29088042705287,6.84411066452924,9.58421636121052,11.0676139066286,10.7086499942599,10.7486936529551,7.86103700960213,7.06235335451556,9.57211014301916,7.04049508699455,7.11353616365691,10.2975016754611,10.3568812341298,9.9470249257629,8.62735175051046,11.2870802165688,10.7973289560438,10.9441664720432,9.82571550517318,11.3279777128087,10.0650405259438,7.99643357573682,7.13088881119443,7.22868850543975,7.76800073346087,7.55081123971067,7.74064679015547
"CXCL8 - mRNA",9.04713456456398,7.13040340126431,7.15201817516492,6.92388926340189,11.0994845824567,10.983384114405,10.7980951072661,10.4858130979099,10.7067699064069,10.3523743191289,10.6522764956229,10.9328414564876,10.3724109009155,10.7994033719119,10.71003211848,10.5451722373672,10.572393880347,10.0712572680746,10.6442989291237,10.6559483922226,10.5815870066991,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,8.99459755415093,9.20635099912542,8.32151486588671,8.70781482058543,8.35178712210876,8.38260740576777,8.41706108929631,8.28836651766767,8.71511165781685,8.89265629711201,9.59679190904435,8.37224203386141,7.75385238460813,8.60566183430358,8.91138110541739,10.8298078848736,10.9664831847706,10.8209541069698,6.98656773448367,7.47739080791864,9.07907000138322,6.71856705512193,7.18753677583396,11.0576303703704,11.4557669271221,11.005918492921,10.159202917797,12.3814724526124,11.5099004984947,11.2018871467073,10.7287816420854,12.8725186737229,11.8908031776396,7.91154459084022,7.42039550699433,8.81365106066764,6.49951187647544,8.51428533152846,7.52563394953421
"CCL2 - mRNA",6.5110817117769,10.2097259836442,10.3857018126297,11.2917082063031,12.733219872356,12.1549779897181,12.031513261122,11.7539657886096,12.367130627294,12.0978014821112,12.2991916651746,12.7446322614335,12.2925575505241,12.8937199865557,12.6007618249665,12.5036978948458,12.5982413233216,12.3438707421397,11.7928973067503,12.1229702973631,12.2869205116417,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,8.19590757247311,8.50731666829793,7.53231918042055,8.06011653277324,8.39576487966852,8.74517749764037,7.38389423193759,7.16574719505502,7.68807237626502,8.58780188913797,8.58451344084995,7.70766223876743,7.62058587530575,8.50232207579217,3.47136437156448,9.18391640300416,9.19212858696982,9.25598965121138,7.72353346289238,7.72531840700645,6.78361426044629,7.17799854299741,7.25792599956958,8.56331324687139,8.35688123302968,8.36206246888905,6.89616839058949,9.99814397418581,8.45801879503946,8.92709297556063,8.95037808540834,9.21848859189378,8.46377616901614,6.86715051642078,7.66140353977033,8.92912826131627,6.43239751509185,7.92932280318771,6.4187187660948
"HIF1A - mRNA",7.64858524559266,12.1944314946215,12.2791010041276,12.4032898192439,12.7158650322294,12.5038937790362,12.617907729804,12.5108935592036,12.4943719631518,12.550168088511,12.4790377707859,12.7734203519311,12.6207687508533,12.5291736344304,12.5738614158238,12.5720822628475,12.6028576385548,12.5974424616364,12.3948037533293,12.4705368701765,12.4623961782096,8.27001694708619,7.79502141771715,4.99184601639063,7.80578371899956,9.3060586285413,8.83653110910457,8.98265628106794,9.13304811683863,9.11732191471061,9.04285800656239,8.33266898392861,8.10636868892709,8.3710100636845,8.68413617069903,8.78739784772694,8.3818920930448,8.4823064892018,8.79247784786793,8.05078412502363,10.7857527724959,10.4444471133666,10.3526853374527,7.20896020132605,7.47739080791864,8.23107319245826,7.17799854299741,7.56604834351135,9.22042541707332,9.10162420915895,8.2551471728932,8.38159522900672,9.42877815031295,9.22097945678564,9.38652457075681,9.79145813047071,9.82547736694821,8.83723456776957,7.56759023456188,8.04842667461696,8.33302524242886,6.84743513547733,8.31634589600824,8.00368140172393
"NFKBIA - mRNA",10.5985446162981,10.2905379416833,9.81953184518292,10.0024160524564,11.2556037675656,10.8464232292202,11.0267981349654,10.5568962279239,10.6574986921239,10.7325811891055,10.7219223318613,11.1053182110004,10.7594340238967,10.8535837856662,10.8080680312831,10.4285744797088,10.8222216804031,10.2823418825105,10.6508240880836,10.5059229814366,10.8271105537811,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,8.78661781593947,8.54783191859179,8.52565557439912,8.30071353443993,8.62906340623616,8.61745917092178,8.38389423193759,8.06953187719716,8.82557596424864,8.51593583364102,8.67221813769739,8.0955879312003,8.10379491839127,8.5235906685389,10.2947097831714,11.7866844143209,11.3514934311897,11.4947043635298,7.4016053133979,7.17783070977035,10.0923669686283,7.62545758771571,7.25792599956958,7.86287350632409,7.73239031458239,7.36206247327378,7.11029324522623,7.76736372739653,7.41362470516831,7.55714335135601,7.41241310847463,7.88262131707583,7.36189653675834,7.72513135813585,7.66140353977033,8.07668529977496,7.3976322048984,8.66628848494748,7.30324159083361
"MET - mRNA",9.88959336210325,11.5886941655617,11.51612369185,11.4626193418852,11.1525636820976,11.2898677668423,11.3247919948112,11.2644322913713,11.0551212127798,11.1047599791572,11.0723223620373,11.3423755707989,11.2054033978747,10.8939188957403,11.2259120003085,11.064832872453,11.0157759054333,11.1806567576392,11.1896282309179,11.1978242506794,11.0837729224627,3.89990153342207,7.9243043776838,7.8129087894922,8.00608239467887,8.57375453742871,8.49355485712826,8.59094699016897,8.53404789883923,8.3722513337641,8.42825013003186,8.44948268863925,8.04444081492519,8.25997867913356,8.48852971427573,8.59679190904435,8.21916260927339,8.31024567698744,8.27873883242865,9.31065133177354,8.55588509086741,8.55902459391359,8.3102797964828,8.20896020132605,8.33537195239833,9.71649995858118,8.52592195956672,8.11353615844788,8.50672960164952,8.81985319893181,8.64217027072576,8.59216227502645,8.66044850667126,8.89475134931346,8.65371662075048,9.51932826747688,8.71182060165268,8.73905415228374,9.25946786858109,9.15078836694006,8.76474142392258,8.1486047437334,9.13577377890197,8.63714235003431
"HLA-DQB1 - mRNA",1.72672268392744,6.80847531924815,6.79356421699728,6.57379035935191,3.15322408847478,3.39842165501467,3.25200336261259,3.77399421590636,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.94271801654841,4.28387185478812,4.2110489614867,3.8901915961972,4.23441678277783,4.09456275091373,3.92780564260213,3.88452124220172,4.16255817824579,4.0231318395412,4.21664925501079,3.79098780053728,4.27467830509831,4.38219183199292,3.47136437156448,9.62835486713989,10.0239433090293,9.89250742806631,3.19980204416031,2.91043833744184,2.75168158722949,2.56744030814171,7.03553360651072,3.91156206901603,3.22973526082972,6.36206246450432,6.77587416529762,7.05954449345743,4.45440721921336,6.57916963145516,6.26656209984541,5.58843821121584,5.46377617310239,2.8094449030964,2.81824358531489,2.76562024472676,4.380265096346,3.21256575934411,4.26616241200163
"HLA-DQA1 - mRNA",6.18915358920855,7.42446477611199,6.74337845004659,6.34290654083054,3.610305676313,3.62081405680549,4.00319788362317,4.27149395447241,3.58216372449965,3.77884282319957,4.28428077207039,3.86055981959543,4.00247237281457,4.19864093017772,3.77485757206847,4.12105553054116,4.26652061062843,4.32306441882038,4.12022759048781,4.0848124687923,4.01419601636628,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,5.6701842283023,5.6953890847325,5.52565557439912,5.3408530574162,5.47043160373219,6.00821198304444,6.34994704397683,5.96643828895889,5.96404590976258,6.24356363944042,6.37711373423623,6.61250509136715,5.88878198808802,5.88850480101111,3.47136437156448,11.2202301100733,11.5644138639262,11.4847516124931,3.19980204416031,2.91043833744184,2.75168158722949,2.56744030814171,7.25792599956958,7.2551908320093,6.95478275142539,6.87663543914425,7.25231230263246,7.76736372739653,7.32051522123804,7.48897179595696,6.8204977372643,7.02901082153898,6.93508185129954,6.45211301714194,5.96096384835275,6.3661919985843,4.380265096346,5.4512756441992,4.26616241200163
"HLA-DRB5 - mRNA",7.18915358920855,9.089044377147,9.2201156873392,8.9515203096886,4.70341509177927,4.92893639276259,4.86302017416417,5.24112037218302,4.41986878601421,4.446151796166,4.99647859570928,4.00278000803248,4.42404364402674,4.35476011799267,4.73953404477749,4.12105553054116,4.35118837288889,4.90802689551555,4.85901006555756,5.06025953419386,4.89220564955038,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.98212829128127,4.52546405544876,4.2110489614867,3.85032798039789,4.23441678277783,4.09456275091373,3.92780564260213,3.88452124220172,4.6161226399582,4.0231318395412,3.93943675951073,5.61250510611104,4.27467830509831,4.38219183199292,3.47136437156448,12.1810847539961,12.5196162183578,12.4102252761459,3.19980204416031,7.93682248616989,2.75168158722949,6.30352951474652,8.4505710604276,8.3547265099673,7.73239031458239,7.80263488419348,9.00719977150156,9.27159496310284,7.95794514185333,8.66405855253669,8.30443042641688,8.11498393774261,8.11286897760579,2.8094449030964,2.81824358531489,5.90676043459948,4.380265096346,3.21256575934411,4.26616241200163
"IDO1 - mRNA",1.72672268392744,12.0435530145802,11.9076178758329,12.3059220187339,3.70341503640532,3.28005479309131,3.25200336261259,3.85645650499427,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,4.11375199925841,4.23429866684342,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,8.08559240037893,8.18733877955819,7.88690936804884,7.71062642646526,4.13413122040004,4.52546405544876,4.52565554308167,4.23122847818512,4.68193568526083,4.09456275091373,3.92780564260213,5.38147588052836,5.74165347301883,5.36909435016125,5.52150377002877,3.79098780053728,4.27467830509831,4.38219183199292,6.61021158182585,7.12030021908635,6.72990914497851,6.9593726755284,3.19980204416031,7.56485375727068,2.75168158722949,6.30352951474652,8.18753678078254,3.91156206901603,7.05431846916995,7.36206247327378,8.7758741718803,6.79651011358044,6.52910188678928,6.99420719108816,6.29693580354497,6.81083067966973,6.86232549097623,2.8094449030964,6.28289202198539,9.38249381720151,7.24953347780669,6.4512756441992,10.4256381220209
"GBP4 - mRNA",1.72672268392744,10.311436936237,10.131433731135,10.3650909181685,3.15322408847478,3.28005479309131,3.25200336261259,3.93445894360503,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.42404364402674,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,8.32660051050454,8.22128619734537,8.1499436783933,5.4308195266067,5.54012366688977,4.84739215033612,4.52565554308167,4.8901916448469,4.92294393608456,4.71275610766887,6.34994704397683,5.67098249143081,5.06358154633597,4.56173951537186,5.58861801299887,5.61250510611104,4.27467830509831,5.54455039136376,6.89031947843322,8.3594879191144,8.0579633070712,8.28547630304963,3.19980204416031,7.06235335451556,6.78361426044629,6.71856705512193,7.45057106455141,7.2551908320093,6.60685947443669,7.55470746242538,7.8372747055733,6.79651011358044,6.68664317885846,6.66405855964985,5.56995431566748,5.2835836843638,6.28974663586197,2.8094449030964,2.81824358531489,7.95115449347586,4.380265096346,5.22888324484569,8.14454373520182
"GBP1 - mRNA",6.77411603061328,11.8457238567966,11.6650877798392,11.513824802397,5.22697702135309,5.15923402926524,5.22559021499082,5.38697113741493,5.29787818432355,5.23042303679215,5.12200944013114,5.61496400103872,5.35004311563992,5.21910500175202,5.034989820294,5.44307406213287,5.4783002132926,5.05098483666462,5.03958227903238,5.60888016358401,4.66272379672667,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,5.76639949420888,6.08617899293524,5.49868842930111,5.62715712225382,5.90432821097715,5.40307158838934,3.92780564260213,5.53347897051252,5.1108872444148,5.75813679703791,6.15155421246358,6.82549871322867,6.25135195384578,5.88850480101111,7.55774414114803,8.85489890699915,8.69102005040677,8.70882919663826,3.19980204416031,8.60667392686971,6.90914506396057,2.56744030814171,9.35746166400882,6.95033625825809,3.22973526082972,6.36206246450432,9.98702186203992,6.40058137372345,4.45440721921336,6.48897180398796,6.17140496816718,6.51804882410639,5.95854086063391,2.8094449030964,2.81824358531489,8.33302524242886,4.380265096346,5.55081123201664,8.86802616484574
"CXCL10 - mRNA",6.77411603061328,9.19180398851069,9.56705563640435,10.4247475662524,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.16975515417851,6.03642600989426,6.23019961186755,5.91403843704604,5.33798141158456,5.23060437236065,3.92780564260213,5.73511273282084,5.85713064895757,6.29870517673458,6.80161166520384,6.32299853806237,6.43897898334975,6.09203817202469,7.7570530111226,7.3594879191144,8.0579633070712,8.13625035044228,3.19980204416031,7.64731579766713,6.64611061491351,2.56744030814171,4.09524779768106,3.91156206901603,3.22973526082972,2.54527724159701,8.88166888916282,3.93411062164778,4.45440721921336,4.35155787445556,3.87715075821664,5.36604574990096,5.81169954190256,2.8094449030964,2.81824358531489,6.3661919985843,4.380265096346,3.21256575934411,7.96620662086331
"IL21R - mRNA",6.77411603061328,3.45483838036493,3.8300900904214,4.26418427134966,3.28837746329454,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,7.77475680221392,3.94271801654841,4.66296755641934,4.57812284665382,3.85032798039789,4.23441678277783,4.09456275091373,3.92780564260213,5.11844146085098,4.32661586588887,4.0231318395412,3.93943675951073,3.79098780053728,4.27467830509831,4.38219183199292,3.47136437156448,4.41174369862063,4.42126935699206,5.43581075280117,6.72353346971827,7.47739080791864,6.90914506396057,6.71856705512193,7.11353616365691,6.86287351252155,6.46935601729441,7.2551471728932,6.64462977182308,6.90754141683623,4.45440721921336,6.39275645051219,4.71197339456788,5.58843821121584,5.70478428266462,6.77404111862036,6.28289202198539,6.3661919985843,4.380265096346,3.21256575934411,6.4187187660948
"SIGLEC8 - mRNA",6.18915358920855,3.02725899348659,3.76837321281131,4.26418427134966,3.15322408847478,3.28005479309131,3.25200336261259,4.07884889787317,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.2045205169912,4.72709793840736,4.47120768919727,3.85032798039789,4.23441678277783,4.09456275091373,3.92780564260213,5.45947840710184,5.01467196370624,4.36909435016125,4.65274827872707,5.32299853806237,5.4737445131578,4.38219183199292,3.47136437156448,4.41174369862063,5.76028280534835,4.50542934588126,6.72353346971827,6.93682248616989,7.49410750066207,6.52592196739464,7.32504023570225,7.11080092615341,7.14742792240705,6.55470747009866,6.8372747055733,6.40058137372345,6.82866210713906,4.35155787445556,5.46686086207248,6.10301128809736,5.58930700070302,6.77404111862036,6.13088881119443,6.49172284714798,6.74051987662916,6.22888326408076,6.30324159083361
"CBLC - mRNA",6.77411603061328,3.02725899348659,3.76837321281131,4.26418427134966,4.0957324697315,3.81345912008866,3.25200336261259,3.85645650499427,3.96530287511892,3.77884282319957,3.93914531803982,3.96095998056467,5.00900607754241,4.27881130859096,3.86506491786055,4.12114598382671,4.26652061062843,4.71538180384402,4.12022759048781,4.0848124687923,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.94271801654841,5.15773226286527,4.2110489614867,3.85032798039789,4.23441678277783,4.09456275091373,3.92780564260213,3.88452124220172,4.16255817824579,4.62063320931245,3.93943675951073,5.15307342849817,4.27467830509831,5.42907299363566,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,6.86103700339678,7.56485375727068,7.49410750066207,6.52592196739464,7.32504023570225,6.86287351252155,6.60685947443669,7.13967000662845,6.64462977182308,6.54497127736634,6.2880937176994,6.28966306120229,3.87715075821664,4.01929466474245,5.39666187139073,6.18907861130815,6.42039550699433,5.90676043459948,6.84743513547733,5.81384556603949,6.67247541110701
