"","20210112_30102534301221-01_P0091-3 D0 media_06.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-2_12.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-1_06.RCC","20201202_30102534611221-01_P0092 D3 IFNy(100ng-mL)-3_06.RCC","20201201_30102534601221-01_P0092 D3 IgG1(250ug-mL)-1_04.RCC","20201201_30102534601221-01_P0092 D3 NMC1(30ug-mL)-1_07.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-2_11.RCC","20201201_30102534601221-01_P0092 D3 NMC2(100ug-mL)-1_09.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-3_09.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-1_05.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-2_01.RCC","20201202_30102534611221-01_P0092 D3 IgG1(250ug-mL)-3_04.RCC","20201202_30102534611221-01_P0092 D3 Control-2_11.RCC","20201202_30102534611221-01_P0092 D3 Control-1_10.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-3_07.RCC","20201202_30102534611221-01_P0092 D3 aPD1(250ug-mL)-3_05.RCC","20201202_30102534611221-01_P0092 D3 Control-3_12.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-3_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-2_03.RCC","20201201_30102534601221-01_P0092 D3 NMC2(30ug-mL)-1_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-2_02.RCC","20210113_30102534541221-01_P0091-7 LUNG D3 NMC2 100ug.ml_07.RCC","20210113_30102534541221-01_P0091-8 LUNG D3 IFNy 100ng.ml_08.RCC","20210113_30102534541221-01_P0091-9 LUNG D3 IgG1 100ug.ml_09.RCC","20210113_30102534541221-01_P0091-10 LUNG D3 NMC2 30ug.ml_10.RCC","20201209_30102534211221-01_P0094 D3 19 IgG 250_04.RCC","20201208_30102534591221-01_P0094 D3 14 PD1 250_11.RCC","20201209_30102534211221-01_P0094 D3 25 IFN_10.RCC","20201208_30102534591221-01_P0094 D3 10 IgG 250_07.RCC","20201204_30102534581221-01_P0094 IgG 250 D3 1_10.RCC","20201208_30102534591221-01_P0094 D3 7 IFN_04.RCC","20201209_30102534211221-01_P0094 D3 27 nmc2 30_12.RCC","20201209_30102534211221-01_P0094 D3 18 nmc2 30_03.RCC","20201209_30102534211221-01_P0094 D3 23 PD1 250_08.RCC","20201208_30102534591221-01_P0094 D3 8 nmc2 100_05.RCC","20201208_30102534591221-01_P0094 D3 9 nmc2 30_06.RCC","20201209_30102534211221-01_P0094 D3 17 nmc2 100_02.RCC","20201209_30102534211221-01_P0094 D3 16 IFN_01.RCC","20201209_30102534211221-01_P0094 D3 26 nmc2 100_11.RCC","20210112_30102534301221-01_P0091-2 D0 media_05.RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0091-1 D3 IgG1 100ug]mL_07.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0091-1 D0 media_04.RCC","20210112_30102534301221-01_P0091-3 D3 NMC2 100ug]mL_09.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210112_30102534301221-01_P0091-5 D3 IgG1 100ug]mL_11.RCC","20210112_30102534301221-01_P0091-6 D3 NMC2 30ug]mL_12.RCC","20210112_30102534301221-01_P0091-4 D3 IFNy 100ng]mL_10.RCC","20210113_30102534541221-01_P0091-11 LUNG D3 NMC2 100ug.ml_11.RCC","20210112_30102534301221-01_P0091-2 D3 NMC2 30ug]mL_08.RCC","20210113_30102534541221-01_P0091-12 LUNG D3 IFNy 100ng.ml_12.RCC"
"ZEB2 - mRNA",6.77411603061328,6.82407218578638,6.53790940827886,6.42404335840341,6.41766056461886,6.21718132633938,6.30359278381449,6.37303199398902,6.232783208009,6.13420773279655,6.32960488089425,6.18637995825798,6.7603269753321,6.31728548818851,6.47977471954339,5.96914284432277,5.92343982999256,6.07795188627964,6.34443692113502,6.22298898119103,6.36698514204066,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,9.50917069134366,9.63816421101039,9.63650127209447,9.55694813368627,9.79109371569432,9.84764903986151,9.09718084715484,9.10029403160485,9.13397077510706,9.72664641607993,9.44885850034198,9.40573889391674,9.19516927330526,9.62547029471992,7.32641865563289,8.69735756781439,8.28384475214732,8.53734875758269,6.98656773448367,7.28474574501116,6.78361426044629,2.56744030814171,4.09524779768106,3.91156206901603,6.95478275142539,7.55470746242538,6.57424022908534,7.10685011613101,7.22097945678564,7.31613524976303,6.77806248561342,7.53597086794703,7.09180741879068,6.67450532548886,6.96096384835275,5.71411531199821,6.89806114849799,6.50190167292427,6.17771059913702
"MFGE8 - mRNA",7.64858524559266,6.14289434455984,5.92319944092372,5.53256781932105,5.85316219022626,5.78308545576212,5.64062778174626,5.91535013827105,5.55026534505231,5.56162894231143,6.11339641947471,5.8392812757496,5.59396857826357,6.22922926154942,5.88001524605729,5.72204996008776,5.78976127613801,5.8149174334617,6.13202851025134,5.62352700792913,5.84913696151856,7.62616074854846,4.65347160813647,7.69426424918244,5.4308195266067,8.84287033025509,8.88653060764839,8.93315934442438,8.95196782524597,8.88546914470224,8.95202907887139,8.29747956447152,8.52443375078644,8.45131174248474,8.58040338382073,8.69904201310666,8.97962196580141,8.4123439727282,8.62547029289342,6.97278157916972,8.25565217041246,7.93020782453522,8.0307572094654,7.57153034896966,7.56485375727068,7.57211014491448,7.04049508699455,7.86560859063505,7.86287350632409,7.73239031458239,7.64217026711481,6.89616839058949,7.24011671810478,7.32051522123804,6.44166612882918,6.51932826157904,7.19612076266973,7.02671237755199,7.39071240800008,7.20889130694281,7.07668529977496,7.53193336904989,7.07018548988009,7.27286794878665
"KAT2B - mRNA",6.5110817117769,5.86987592076012,6.01066230175317,5.76389325114569,5.85316219022626,6.11113965655474,5.89216663781133,5.64072772076332,5.92466093548375,5.70249146323337,5.84863305490662,5.93958621915508,6.23139859488669,5.71321407550792,5.89481221073987,5.75341415921041,5.73261740169839,6.11748013906651,6.06064382081769,5.94836660077051,6.09014490508486,3.89990153342207,8.00447475156886,4.99184601639063,5.4308195266067,9.06959104123924,9.14311520753732,9.11506397523704,9.25008759135486,9.08669037096627,9.22917233585983,8.61584097769041,8.52443375078644,8.47410348903035,8.88366763163993,8.87402010963461,8.91462464151061,8.62832159974518,9.09203816673746,6.89031947843322,7.72872176477079,7.69888225142617,7.48020481459,7.10204489764652,7.79931897890579,8.02462229246084,6.52592196739464,4.09524779768106,7.32230503087267,7.46935601729441,7.55470746242538,7.05966726389232,6.90754141683623,7.2549268172703,6.2352151913558,6.79943617429573,6.97748047851984,6.95854086063391,6.86715051642078,7.54592634907391,7.29907774859379,7.65479006290419,7.47681059226022,7.07583100115869
"CDKN2A - mRNA",8.27661643394809,5.64246545414048,6.29823895304711,6.38982758836022,5.53630510108665,5.27289071074017,4.86302017416417,6.22569023112332,5.82512522461053,5.68561777602187,5.34440183779433,5.29976168718831,6.6870780078571,5.81082480711202,5.77195546726493,5.92850094141546,6.10326075893797,6.07795188627964,5.79760947118078,5.65238185988107,5.71163336018491,9.75544375255758,9.94476861855781,10.3265324889499,10.4943689112706,6.49870363355109,6.75812488154643,6.44319334236122,6.25008758424695,6.60332593644501,5.38260739279957,8.29747956447152,7.78140654133416,7.00218097916377,6.63498847441899,6.77304249179763,7.51062547267304,7.82289403490965,7.50232207181366,9.16040865069951,8.32911431474417,8.4232477620353,8.0307572094654,9.61105869101828,8.76279300456955,9.55300123068822,9.24212900343611,9.48031848284741,9.79361075112827,9.16979566404576,8.55470746242538,9.44213673123954,8.97283284475893,9.28809371308399,8.75394406526758,7.79943618077178,8.31506191983397,8.46377616901614,7.45211301714194,8.76831882334836,8.29907774859379,9.63999299761516,8.22888326408076,8.99440350599438
"SNAI1 - mRNA",8.774116037204,5.09226838086342,5.85393685565672,5.33093383192194,4.91286840802064,4.81345917139594,4.67457516545396,5.30124123383698,5.06839634578844,4.52415428030055,5.13908306558991,5.06332168804182,6.00900607754241,5.19864093017772,5.08745732505287,5.23662314385018,5.51265172988616,5.43158889753532,4.92939936267447,5.3160983759256,5.21413382216868,9.38104819932399,9.53648829368801,10.0079248248466,9.86590465222428,6.31999784877741,6.71133068061299,6.67765857858942,6.49109562688746,6.20739732805629,5.72905777534763,7.41706108507559,7.47833736494593,6.82911619372969,6.66327752166903,6.81568691834303,7.15307340822532,7.18995151045783,7.03393511142678,8.7570530111226,8.05992763522816,8.17532035287023,7.86207543696815,8.95619418468182,7.93682248616989,9.07907000138322,9.14483185283207,9.20545858595935,9.18480165946758,8.81985319893181,8.50890373345576,9.2857353504717,8.97283284475893,8.80594200585865,8.31613524976303,7.68925325777884,8.12685805104041,8.28046891840238,7.56759023456188,8.98333165888701,8.60720014349169,9.17963153854065,7.75244517079563,8.66079350187985
"APOE - mRNA",9.47455570718218,6.16755641713426,5.80584254589402,6.29440802298744,5.7034150640923,5.90092197944745,5.49623779783169,5.73092564101975,5.79537799201708,5.29859471975492,5.77408617437283,5.70638704946025,5.14650961758458,5.52878948812076,5.90945897421336,5.42370875384714,5.71797057949853,6.18104530707373,5.88285672357092,5.73563730669879,5.84913696151856,8.27001694708619,8.04294882620067,7.95729869332807,8.03255462328365,8.64509327517453,8.73491744478055,8.51223494712324,8.74152428182954,8.55938257447832,8.70247307758016,7.91182588765314,7.95301782796718,8.34651549276496,8.56173951537186,8.6369808896016,8.26159783826683,8.16888983208645,8.45144091897035,10.2291214215106,10.1611065039283,10.7565208968375,10.491093176023,7.57153034896966,6.64731579047093,9.10554233700075,8.47345456489588,7.45057106455141,8.07232677664615,7.39535539728831,7.55470746242538,7.86702209634478,8.99814397418581,7.41362470516831,8.11973794161883,7.723200546299,7.05410181716721,7.39666187139073,7.86715051642078,8.48452582354225,10.0565075700227,7.56364224301224,9.51428533152846,8.27286794878665
"HLA-DRB1 - mRNA",8.774116037204,8.59325239328995,8.56344440967977,8.34885577399212,4.98881727230571,4.68792828464778,4.64062775282772,5.44141893931449,5.31893981367044,4.97666653322892,5.26885077767745,4.4882068094899,4.90947051920089,5.21910500175202,4.98054212766442,4.38418032057216,4.74711693612166,4.71538180384402,4.85901006555756,4.94836662413401,5.47716805310787,8.32660051050454,8.00447475156886,8.20883744221299,5.4308195266067,6.04102190364925,7.19222071244305,7.17164747238231,6.49109562688746,6.49552264921295,7.1050735776047,7.57233928591827,7.51533157294019,7.48760773720212,7.39462963456465,7.90397339222293,7.32299852905221,6.4737445131578,7.14789134197289,9.67322139449765,11.1810847536855,11.4802419242996,11.4683156616407,7.98656772879542,6.64731579047093,9.13153750844699,7.62545758771571,8.22316063704448,8.53529875509064,7.79128403077242,7.72463240162888,8.3397751277407,8.94706970632237,8.39851773323931,8.51205550888381,8.27421575616999,8.21848859431555,8.27113100176018,7.45211301714194,7.54592634907391,8.92912826131627,7.74051987662916,8.01896012448693,8.92773248832897
"HLA-DMA - mRNA",8.88959336058232,7.58869416790379,7.51565653313214,7.46843735404265,4.28837753712648,4.72034966781039,4.60586242777064,5.11279615633633,4.73397738523361,4.40550972468467,4.75205982910612,4.33292872426371,4.90947051920089,4.87671279600528,4.86506491786055,4.8866807545738,4.83118130733997,5.10442405764606,4.73347913376107,4.82706044513921,5.03356144956633,8.32660051050454,8.08042362208855,8.05683431463558,7.92362027971155,7.32790304281701,7.7581248882106,7.21371149681017,7.37561843552986,7.22250410350777,7.5797539600431,7.41706108507559,7.29901372237221,7.09920540135198,7.38616799534652,7.46010313523815,7.64492654645223,7.03562337091921,7.51653599640575,8.91138110541739,9.25565217041246,9.61411220353564,9.40543702787921,6.98656773448367,6.93682248616989,8.68173448002565,7.41900668158606,7.25792599956958,7.18480165946758,7.46935601729441,6.13966999639742,6.95275191522904,7.51020579325851,6.78285847198025,6.78270302395203,6.43989376708072,5.65555233211482,6.36189653675834,6.67450532548886,6.54592635679403,7.95115449347586,7.04008014921233,6.96584865050817,8.37649054790293
"FBP1 - mRNA",9.14334989002826,5.03980092494353,5.94556725322064,5.74597142976885,6.28837750021051,5.91499709972661,6.01649462617265,6.31588808741287,6.06839632429008,6.00414723679944,6.04257500233997,5.47340985925254,6.07939541396784,5.69871441664757,6.13808333374269,6.15676990366792,6.02212395476276,6.20570734479452,6.11199064020749,6.08163313506979,5.9945672567063,8.91156287491241,8.25445299678851,8.54226107214794,8.40094195740366,5.76639949420888,5.98489576520347,5.87929240238237,5.53788986054712,5.99509360410611,5.66271542387477,7.00202350419613,6.88397622920084,6.24415373107363,5.8347580561207,5.85710673070141,6.4384757554823,6.63601584880661,6.20166253836894,9.79154129723839,7.3594879191144,7.32506741663417,7.26023919253098,8.35580165351043,7.56485375727068,9.43270704298116,8.88849197284901,7.62049604858206,8.61776091506658,8.14742791731897,7.87663543914425,7.67857703466831,8.76736372408571,7.15059021979572,8.02662862955034,7.61886401586473,7.19612076266973,7.37938405119188,8.39071240800008,8.84360693029614,8.68812019490665,8.21000524200663,9.30213211641749,8.22607375319733
"CRABP2 - mRNA",8.27661643394809,5.41419643345968,5.96759355884128,6.34290654083054,6.41766056461886,6.09886129948377,6.15520101530495,6.42799845271893,6.40023998434337,6.37425893082422,6.29954761172856,6.44335258284046,6.23139859488669,6.6914097801503,6.26878712651988,6.41392769075557,6.23254374410558,6.56146905456322,6.10186653133896,6.36920980139163,6.49822970571749,8.01847815672223,8.37998378635502,7.95729869332807,7.92362027971155,5.9414862128832,6.52546405544876,6.12832006768765,6.13304810913005,6.22250410350777,6.55710524835128,7.24303172577618,6.56910288708062,6.91157841454386,6.71824406841964,6.84343182722688,6.4384757554823,6.69613692058075,6.62547029289342,9.08825884076549,6.18956293304606,6.30460337936874,5.89524224114932,6.98656773448367,7.28474574501116,8.45346557195328,8.11088437939939,7.18753677583396,6.86287351252155,7.23489065351531,6.72463240162888,4.26985221203887,7.05954449345743,6.82866210713906,6.57916963145516,6.75636746888834,6.68797394273548,6.86232549097623,8.25946786858109,8.04842667461696,7.36619198983991,7.71250548538029,8.22888326408076,8.02205975920189
"KIR2DL3 - mRNA",7.64858524559266,6.03980094687225,5.94556725322064,5.2820243587452,4.95134253819123,4.39842172342437,4.57023837288294,5.44141893931449,5.31893981367044,5.36368963208088,5.28428077207039,4.23104902643555,5.27204055058169,5.46167526398886,5.61995239435505,5.28034459723701,5.03399811473377,5.0235041203281,4.53708188367309,5.74905788513576,5.74725733101815,8.58035702925422,8.22128619734537,8.11957014779286,8.05854984844434,6.23846800632564,6.56108805074096,7.25458375449779,6.49109562688746,6.70363082640612,6.94681134287647,7.54259206775331,7.79651338413333,8.20108502792592,7.83475804348186,7.96839003412909,7.08381072883877,6.9394080200172,6.91019977833202,6.80285661362027,6.71312489168131,6.6671734932286,6.0603016059985,8.61105869101828,7.28474574501116,7.78361426044629,8.3035295193128,8.29187342114821,7.03279858695618,8.10162420915895,8.19856359050694,8.50023964923526,7.7072427384811,8.86208508552021,7.99420719108816,8.53852180983768,8.59700022613862,9.16421582083439,8.07660392213048,8.35328132517239,8.19216260598414,8.57923904459993,8.24383352047615,8.52563394953421
"LILRA1 - mRNA",7.774116037204,5.23910974872925,5.78118049343834,4.91589644017189,4.83269804702184,4.08647773834022,3.89216668639447,5.11279615633633,4.96530287511892,5.13420771225685,5.06954205399331,3.86055981959543,4.90947051920089,4.74178326598839,4.60203053182853,4.85811157799291,4.93615085004789,4.64499252812333,4.12204440510784,4.92490773020968,5.12667090075831,8.14972262396051,8.15257327641515,8.29290166826905,8.29558902819915,5.96195030519319,5.59585343106833,6.49868842930111,6.07076380034368,6.58005609728763,6.19583895232562,7.68554988420955,7.60386830433688,7.64050675980477,6.97677701083272,7.04804961255793,6.61250509136715,6.66638948153136,6.62547029289342,7.32641865563289,6.18956293304606,6.53287226510026,6.52327348229871,8.68700750338138,8.38428141054345,8.13153751101921,7.96649453900483,8.18753678078254,7.2551908320093,8.27671084863873,8.07826940547118,7.89616839058949,7.47458194406728,7.93718655931854,7.68452263075134,7.92142665456717,7.65555233927005,8.17426953638425,7.56759023456188,8.68888427363774,8.03604345085738,8.6250427010906,8.07018548988009,8.30324158626641
"WDR76 - mRNA",6.18915358920855,5.41419643345968,6.01066230175317,5.8669868347471,5.97020157997679,5.76765548674803,5.62334983665377,5.70889916334747,5.47720202760507,5.78402141601282,5.66042935627356,5.4882068094899,5.49443289191161,5.69871441664757,5.32449647349221,5.70610842927719,5.761472300905,5.7824959784848,5.55203228087359,5.82706044513921,5.66272376824767,8.67055479311164,8.25445299678851,8.29290166826905,8.22847479276636,5.87829241898096,6.15773226286527,6.09269600740399,5.76466074949494,6.0298590890464,5.59317440905172,7.08691254970888,6.82626073308954,6.64854398953653,6.38616798672237,5.98716735537387,6.28235645471073,6.72528324898752,6.23642798266487,6.80285661362027,6.18956293304606,6.2627830581985,5.80504458074451,7.57153034896966,7.72531840700645,6.78361426044629,7.30352951474652,7.95307139586266,7.4478359099517,7.23489065351531,6.87663543914425,7.38159522468096,7.24011671810478,7.2880937176994,7.17863172963434,6.97875994169678,7.00347570299873,6.88698758388053,6.32658214404588,6.86785446712164,7.43032237706466,7.89806114849799,7.1033521669138,7.47316653949942
"SLC2A1 - mRNA",6.99650857058257,5.1918040008456,5.85393685565672,5.35478056623765,5.45830259599363,4.98338411012936,5.08120044771163,5.54451240251265,4.79537801799426,5.13420771225685,5.31465447664533,5.10231568158339,5.59396857826357,5.56121100956243,5.46992695838769,4.64052022968238,5.08054071674677,5.10442405764606,4.81010038450786,5.29795108972383,5.37459842072209,8.01847815672223,8.08042362208855,8.1499436783933,7.71062642646526,6.00202779244285,5.78849849782443,5.96059256290368,5.5682634830662,6.0298590890464,5.67958909275793,6.48119141038367,6.63781553398549,6.64854398953653,6.08530144486898,6.31901079512743,6.3625268554936,6.43897898334975,6.16603878201952,7.05078412502363,6.04754399428926,5.93020781862037,5.49470437652837,8.04546155914493,6.93682248616989,7.64611062211572,7.30352951474652,7.67296350120489,7.32230503087267,6.95478275142539,7.87663543914425,7.57424022151525,6.96000882685923,6.99858706768376,7.39275645051219,6.79943617429573,7.24051491869874,7.4800779457628,6.86715051642078,6.96096384835275,7.86095671007929,7.28800779477973,6.96584865050817,7.47316653949942
"FZD8 - mRNA",6.5110817117769,5.49436670899148,5.80584254589402,5.57379034420701,5.37584044352264,5.27289071074017,5.22559021499082,5.79505591702516,4.73397738523361,5.56162894231143,5.52410788146312,5.24853639207473,5.45966761112799,5.56121100956243,5.67241974090929,5.32277979092722,5.49557825866191,5.3230643827814,5.10186653133896,5.74905788513576,5.41945259689316,8.43351565600107,8.37998378635502,8.05683431463558,5.4308195266067,4.94148618940801,5.24793013307168,5.35573056121276,5.30522918061302,5.56827902048129,4.83828687513485,6.65806926314974,6.60386831175309,5.77140080540766,5.8347580561207,5.68377518288966,6.28235645471073,6.21071012680291,6.01403562830003,6.80285661362027,6.61582773509589,6.2627830581985,6.24316554630104,7.72353346289238,7.38428141054345,7.23107319725973,7.30352951474652,8.15101080870426,7.95033625242518,7.84786759045008,7.72463240162888,7.33977512328771,7.5449712696411,7.2549268172703,7.17863172963434,7.08701278811183,7.36604574990096,7.66255603139096,6.95461327043656,7.81894488580791,7.60720014719124,7.68393631750107,7.28777690927837,7.39070440414345
"FUT4 - mRNA",6.77411603061328,4.98535319321271,5.41505248970412,5.12448294342592,5.83269804702184,5.82840944357064,5.74016346879249,5.83627866794741,5.91085515148793,5.65126622766539,5.93914531803982,5.61496400103872,5.77454087134455,5.83754218250599,5.68949321233506,5.32277979092722,5.49557825866191,5.53251776302075,5.78500938730497,5.65238185988107,5.79342747671057,7.71362354770205,7.49546104141786,7.65244413126287,5.4308195266067,5.42691298304228,5.6953890847325,5.60365803200692,5.53788986054712,5.49552264921295,5.44314894089304,6.34994704397683,6.42100425219803,6.32661586588887,5.56173951537186,6.05992367245576,5.47500158825867,5.6049890887815,5.702091601201,7.195174082547,6.5818803793564,6.30460337936874,5.93831108352748,7.64953281786005,8.47739080791864,7.23107319725973,7.41900668158606,7.72358960474639,7.67022833364909,6.60685947443669,7.13967000662845,7.15920292158209,7.10685011613101,7.15059021979572,7.08936448095128,7.18770681873078,6.95100825062212,7.17426954137854,7.11507795181239,7.48452582757014,7.22868850543975,7.65479006290419,7.39880813515202,7.04020726172873
"MMP9 - mRNA",7.88959336058232,3.86987594542993,4.17112698690101,4.33093386776487,5.34727127047921,4.98338411012936,5.29270442311783,5.41445195059807,5.1876953492344,5.2535066236758,5.44393758473234,5.12142460399909,5.35004311563992,5.40920782105718,4.70636698994148,4.85811157799291,5.01015143149166,5.0235041203281,5.27404751512377,5.66659567129429,5.34390148776697,8.01847815672223,8.25445299678851,8.05683431463558,5.4308195266067,6.61955807984866,7.47032250288339,6.53895238235946,6.73818845410245,6.12939480086993,7.38775072819604,6.54259207549129,6.82626073308954,6.24415373107363,6.63498847441899,7.08338274730083,7.49292342737829,7.1688898270735,7.25350156535912,7.61021158182585,6.18956293304606,6.4232477620353,6.24316554630104,7.48906811650356,7.17783070977035,7.71649995858118,8.41900668158606,7.45057106455141,8.07232677664615,8.10162420915895,7.46159809946961,7.33977512328771,8.75256664771546,7.15059021979572,7.97771899701926,7.29693580354497,7.36604574990096,6.91123507161777,7.0370755178631,7.42039550699433,7.7141153188688,7.16936323287035,7.92932280318771,7.0036814073451
"BIRC3 - mRNA",6.99650857058257,4.74434491981263,5.53790939275257,4.46843734589653,5.22697702135309,5.08647769587903,4.80289918911005,4.64072774967986,5.04330534823039,4.73565837124423,4.93914531803982,4.60141751696739,5.10211554913937,4.95200090666329,4.89481223498694,5.09689833219104,5.08054071674677,4.84662629653178,4.23752157791388,5.01653812749446,5.26417439822989,7.71362354770205,7.74921771154996,8.08854321676336,5.4308195266067,5.51264294477764,6.15773226286527,5.96059256290368,5.26870318951265,5.76682469204475,5.66271542387477,6.91182588765314,6.93947134017925,6.9895809013168,6.26217916772614,6.93654116330658,6.54539085127694,6.25135195384578,6.42907299363566,7.2622881535543,6.09645362748722,5.87576003914788,6.09877569009304,7.4016053133979,8.00095281079005,7.49410750066207,7.30352951474652,7.50946478164692,7.18480165946758,7.67098984660823,7.72463240162888,7.50023964923526,7.19704807226724,7.50108748917859,6.74422892217568,6.94079210781628,7.21848858947201,7.07043381030272,6.95461327043656,7.54592634907391,7.43032237706466,7.56364224301224,6.92932280318771,7.17771058917222
"TRAF1 - mRNA",6.99650857058257,5.23910974872925,5.75608951431649,5.12448294342592,4.91286840802064,4.84320637762155,4.53371253111518,4.77399426863651,5.04330534823039,4.73565837124423,4.72969197592418,4.8958649010335,5.31156886935921,5.17788224247674,5.00802283994503,4.85811157799291,5.19072369030057,4.99548967458098,4.65255911543321,5.08163311376778,4.71163338771462,7.62616074854846,4.65347160813647,7.88690936804884,5.4308195266067,6.39716567073887,6.84739212527883,6.23019961186755,6.13304810913005,6.29575310485872,6.0346841145297,6.86452009299877,7.04444080946061,6.44209305012385,6.79695602139505,6.27893347206304,6.88099396262276,6.75385238460813,6.88850478883446,6.7097471825245,7.04754398338359,6.81917659235191,6.55128793689132,7.64953281786005,7.86970839068429,7.64611062211572,7.41900668158606,7.77249923366744,7.56331324687139,6.73239031458239,7.46159809946961,7.53771440818601,7.36210716175527,7.07658956780914,6.78270302395203,5.88189830426612,6.55367287935007,7.07043381030272,6.95461327043656,7.28289202198539,7.22868850543975,7.21000523713452,6.77320361378379,6.84756206634412
"C1QA - mRNA",8.18915358426551,5.28491346937859,5.24512760238005,5.09646874484913,4.02534317559185,3.55042469373196,3.25200336261259,4.81581440666674,4.25480966024717,4.56162894231143,4.34440187330421,3.86055981959543,4.35004308026861,4.3172854700967,3.80366422253074,4.12105553054116,4.26652061062843,4.36745850541612,4.12022759048781,4.85215134110021,4.5051824255404,3.89990153342207,4.65347160813647,7.69426424918244,5.4308195266067,5.36679201914597,5.90397569315862,5.49868842930111,5.02769513763793,5.28139777478665,5.88268102352984,6.65806926314974,6.42100425219803,6.06358154633597,6.12652409113584,6.23771077944823,6.70766223186603,5.88878198808802,5.5989981811102,8.16040865069951,8.64077416359051,9.15831382840231,9.22588758986261,7.30849582482043,7.47739080791864,7.57211014491448,6.30352951474652,7.32504023570225,7.2551908320093,3.22973526082972,7.13967000662845,6.89616839058949,6.96000882685923,7.11406431461072,6.78270302395203,6.64271068249873,7.00347570299873,7.13362749295422,7.0370755178631,7.04842666916746,7.07668529977496,7.4995118685029,7.39880813515202,7.44619950538052
"C1QB - mRNA",9.14334989002826,6.98535320459878,6.62363918466826,6.6432118104197,4.45830259599363,5.03585155608433,4.74016349578313,5.51942138142003,4.9917751939574,4.79978873927053,5.26885077767745,3.86055981959543,4.90947051920089,4.56121100956243,4.63765435172682,4.30171822946853,4.46081279682503,4.71538180384402,5.0814024797922,5.14391751683388,5.12667090075831,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,5.98212824563508,6.24793011408888,5.85823090795938,5.79065593480871,5.33798141158456,6.46277783681731,6.48119141038367,6.60386831175309,6.28597389371737,6.06423982715387,6.58861799800883,6.47500160447695,5.78186663995269,6.72675367281422,9.40276942796637,10.5775802652998,11.0395064620758,10.8787542467344,6.86103700339678,7.64731579766713,8.96803875877591,7.17799854299741,7.25792599956958,7.11080092615341,6.84786758418782,7.36206247327378,7.11029324522623,6.67621579183532,7.03811538735184,6.53477556537811,6.5448632899482,6.62238556336083,6.70478428266462,7.86715051642078,7.48452582757014,8.11621385807142,7.16936323287035,7.0362380130227,7.74064679015547
"CCL3/L1 - mRNA",7.99650857058257,5.98535321598485,6.05248247552984,5.37823967041622,5.74780913562779,5.31595952701549,4.9487501549662,5.83627866794741,5.82512522461053,6.04441112557249,5.71837661474401,4.19542508597487,5.10211554913937,6.18829892264793,5.83469111925044,5.53618342092605,5.35118837288889,5.30034432287069,5.12204436368065,6.36049254356861,6.17106498132491,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,5.2045205561165,5.6953890847325,6.49868842930111,5.59801092016057,5.94132232332833,6.23060437236065,6.86452009299877,7.06953188256752,7.06358154633597,6.80966697094284,6.75854295781213,6.67663537045233,6.16888983709941,6.30354219070007,8.80285661362027,10.7364574680888,11.0640636512329,10.7977545248142,8.1564928092411,2.91043833744184,8.02462229246084,6.88849196676063,7.03553360651072,3.91156206901603,7.05431846916995,7.2551471728932,6.89616839058949,7.51020579325851,7.11406431461072,7.05833746257753,7.23553528121851,7.9643051682302,7.75923203544064,6.18907861130815,8.51555271136419,8.11621385807142,7.79496768913462,8.27327727327471,7.84756206634412
